1e-09	5.5028856788e-05
1.01e-07	0.00510659562734
2.01e-07	0.00961401214732
3.01e-07	0.0137174307149
4.01e-07	0.0174875456348
5.01e-07	0.0209733303074
6.01e-07	0.0242119852571
7.01e-07	0.0272331190809
8.01e-07	0.0300609852692
9.01e-07	0.0327158486103
1.001e-06	0.0352148924938
1.101e-06	0.0375728565563
1.201e-06	0.0398025035034
1.301e-06	0.0419149715297
1.401e-06	0.0439200468117
1.501e-06	0.0458263782787
1.601e-06	0.0476416495737
1.701e-06	0.0493727185682
1.801e-06	0.051025731833
1.901e-06	0.0526062194819
2.001e-06	0.0541191744283
2.101e-06	0.0555691191188
2.201e-06	0.0569601621072
2.301e-06	0.0582960463084
2.401e-06	0.0595801903866
2.501e-06	0.060815724435
2.601e-06	0.0620055208795
2.701e-06	0.0631522213612
2.801e-06	0.0642582602149
2.901e-06	0.0653258850529
3.001e-06	0.0663571748724
3.101e-06	0.0673540560378
3.201e-06	0.0683183164319
3.301e-06	0.0692516180197
3.401e-06	0.0701555080374
3.501e-06	0.0710314289789
