1e-09	0.0246577339268
1.01e-07	2.23503757544
2.01e-07	4.12236787843
3.01e-07	5.77508371775
4.01e-07	7.24153082205
5.01e-07	8.55521293846
6.01e-07	9.74106007821
7.01e-07	10.8183544413
8.01e-07	11.8023984463
9.01e-07	12.705569389
1.001e-06	13.5380300386
1.101e-06	14.3082286432
1.201e-06	15.0232621538
1.301e-06	15.6891466925
1.401e-06	16.3110230119
1.501e-06	16.8933151872
1.601e-06	17.4398549315
1.701e-06	17.9539801867
1.801e-06	18.4386141602
1.901e-06	18.8963293011
2.001e-06	19.3293995342
2.101e-06	19.7398432449
2.201e-06	20.1294589056
2.301e-06	20.4998547995
2.401e-06	20.8524739705
2.501e-06	21.1886152838
2.601e-06	21.5094512976
2.701e-06	21.8160435021
2.801e-06	22.1093553748
2.901e-06	22.3902636111
3.001e-06	22.6595678267
3.101e-06	22.9179989702
3.201e-06	23.1662266444
3.301e-06	23.4048654997
3.401e-06	23.6344808351
3.501e-06	23.8555935205
