#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	20


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 20.0	3581.100	25.050	1.000	2.600	2.300	3612.050	
 86.0	3653.950	202.650	19.950	5.200	3.700	3885.450	
152.0	3525.400	347.950	54.850	16.350	8.150	3952.700	
218.0	3402.200	454.900	95.500	41.800	16.300	4010.700	
284.0	3265.250	533.950	133.750	73.950	35.350	4042.250	
350.0	3168.750	588.750	178.950	107.750	51.300	4095.500	
416.0	3021.000	637.900	204.150	142.400	85.000	4090.450	
482.0	2913.300	664.550	234.700	186.600	116.050	4115.200	
548.0	2829.500	673.850	265.550	226.750	156.150	4151.800	
614.0	2710.650	686.800	281.500	260.800	196.950	4136.700	
680.0	2607.650	688.850	302.450	292.950	251.550	4143.450	
746.0	2519.450	696.850	309.400	337.350	295.550	4158.600	
812.0	2433.500	701.350	343.000	362.600	338.750	4179.200	
878.0	2351.300	687.800	350.150	388.550	385.850	4163.650	
944.0	2277.700	680.600	356.050	414.150	433.300	4161.800	
1010.0	2192.150	678.950	362.600	424.900	480.450	4139.050	
1076.0	2112.750	651.650	370.400	452.450	534.500	4121.750	
1142.0	2045.350	643.500	375.050	463.650	572.550	4100.100	
1208.0	1982.750	623.400	376.600	483.950	605.700	4072.400	
1274.0	1900.950	608.000	374.000	503.950	657.600	4044.500	
1340.0	1827.850	596.650	373.500	506.550	700.650	4005.200	
1406.0	1771.900	584.300	382.850	535.300	754.050	4028.400	
1472.0	1726.000	570.400	375.800	552.900	780.200	4005.300	
1538.0	1638.550	542.450	384.100	557.250	798.600	3920.950	
1604.0	1577.100	529.550	384.050	560.900	816.850	3868.450	
1670.0	1504.350	515.250	385.500	570.350	853.450	3828.900	
1736.0	1469.800	498.500	392.250	586.750	906.850	3854.150	
1802.0	1419.750	496.850	405.800	602.000	958.550	3882.950	
1868.0	1380.400	479.750	400.750	614.300	976.350	3851.550	
1934.0	1318.800	460.050	403.500	627.250	1006.150	3815.750	
