#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	20


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 30.0	3753.250	7.900	0.100	0.250	0.700	3762.200	
 55.7	3736.400	30.150	0.150	0.100	1.200	3768.000	
 81.3	3736.600	38.150	0.600	0.150	1.300	3776.800	
107.0	3730.550	48.900	1.150	0.100	2.550	3783.250	
132.7	3711.150	65.750	1.850	0.150	3.250	3782.150	
158.3	3714.000	78.000	2.700	0.300	3.600	3798.600	
184.0	3705.050	92.050	2.850	0.200	5.200	3805.350	
209.7	3697.700	104.900	4.200	0.200	4.500	3811.500	
235.3	3689.450	114.200	5.450	0.250	5.750	3815.100	
261.0	3650.900	128.100	6.050	0.750	6.250	3792.050	
286.7	3679.700	139.650	7.500	0.650	6.900	3834.400	
312.3	3666.800	156.850	9.150	1.200	7.400	3841.400	
338.0	3648.000	165.650	10.150	1.500	7.100	3832.400	
363.7	3627.500	178.500	11.450	1.450	8.700	3827.600	
389.3	3653.850	191.250	14.300	1.750	9.050	3870.200	
415.0	3608.700	202.000	15.350	2.100	10.500	3838.650	
440.7	3616.700	211.750	16.650	2.550	10.200	3857.850	
466.3	3589.850	222.350	19.750	2.700	11.850	3846.500	
492.0	3591.600	230.450	21.800	2.650	11.700	3858.200	
517.7	3592.650	246.100	20.400	3.850	14.250	3877.250	
543.3	3565.200	247.400	24.200	4.150	15.050	3856.000	
569.0	3554.800	261.000	26.050	4.150	13.250	3859.250	
594.7	3542.150	265.750	30.400	4.600	14.500	3857.400	
620.3	3524.050	283.950	32.000	5.850	14.300	3860.150	
646.0	3523.050	287.600	31.700	6.400	15.800	3864.550	
671.7	3500.550	301.100	33.950	6.850	17.000	3859.450	
697.3	3486.250	303.850	36.600	8.900	18.150	3853.750	
723.0	3488.750	317.250	38.750	8.300	19.550	3872.600	
748.7	3482.800	329.400	40.700	9.450	19.650	3882.000	
774.3	3482.900	339.100	43.250	10.050	18.500	3893.800	
