#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	25


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 20.0	3270.700	6.850	0.250	0.250	0.760	3278.810	
119.0	3508.350	98.900	2.800	0.300	3.560	3613.910	
218.0	3414.450	178.450	11.600	1.400	6.640	3612.540	
317.0	3350.600	251.650	22.350	2.850	8.440	3635.890	
416.0	3288.600	313.200	32.650	6.200	11.920	3652.570	
515.0	3238.000	359.400	46.700	7.950	15.480	3667.530	
614.0	3143.650	398.350	58.950	13.250	18.400	3632.600	
713.0	3066.250	439.450	75.750	17.550	21.680	3620.680	
812.0	2981.400	470.150	87.550	22.750	26.760	3588.610	
911.0	2926.350	490.500	99.350	31.250	29.960	3577.410	
1010.0	2900.350	517.950	116.150	39.450	32.760	3606.660	
1109.0	2842.150	533.600	124.450	45.150	38.480	3583.830	
1208.0	2777.050	551.100	136.100	51.200	41.280	3556.730	
1307.0	2749.800	570.700	153.450	59.000	48.280	3581.230	
1406.0	2703.650	584.050	159.450	64.850	52.080	3564.080	
1505.0	2637.200	597.700	174.200	74.900	59.520	3543.520	
1604.0	2613.550	607.450	180.650	82.000	65.560	3549.210	
1703.0	2546.350	610.850	198.000	88.000	70.320	3513.520	
1802.0	2516.050	614.200	200.550	95.050	75.200	3501.050	
1901.0	2455.800	617.600	207.250	102.000	80.720	3463.370	
