#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	25


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 20.0	3766.000	6.800	0.200	0.250	0.400	3773.650	
119.0	4035.650	109.450	3.150	0.600	4.480	4153.330	
218.0	3977.850	201.100	14.000	1.700	7.320	4201.970	
317.0	3921.900	277.800	25.700	4.600	11.880	4241.880	
416.0	3876.350	364.300	43.400	8.550	14.080	4306.680	
515.0	3792.250	429.450	57.250	14.550	20.600	4314.100	
614.0	3743.950	480.300	76.100	22.500	23.680	4346.530	
713.0	3684.450	529.200	96.700	31.000	30.160	4371.510	
812.0	3630.700	575.250	113.600	44.350	37.000	4400.900	
911.0	3561.300	629.800	134.600	57.200	43.880	4426.780	
1010.0	3522.050	651.650	153.250	69.550	51.840	4448.340	
1109.0	3503.450	688.500	165.600	80.650	58.360	4496.560	
1208.0	3468.300	714.800	190.250	94.900	63.640	4531.890	
1307.0	3405.100	731.650	202.700	105.800	76.400	4521.650	
1406.0	3367.300	760.500	216.600	119.150	85.600	4549.150	
1505.0	3331.250	766.450	231.900	135.900	96.680	4562.180	
1604.0	3285.550	789.000	246.150	149.400	107.960	4578.060	
1703.0	3244.300	794.450	253.000	165.500	121.520	4578.770	
1802.0	3213.850	803.650	270.350	168.650	131.640	4588.140	
1901.0	3178.650	824.050	289.600	191.100	145.160	4628.560	
