#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	25


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 20.0	3620.700	58.850	6.200	1.100	1.520	3688.370	
119.0	3215.350	486.500	122.600	68.350	28.480	3921.280	
218.0	2765.050	619.500	239.050	201.900	140.200	3965.700	
317.0	2376.850	629.100	291.000	315.400	308.960	3921.310	
416.0	2035.750	575.300	322.700	388.450	477.400	3799.600	
515.0	1711.050	517.450	321.750	441.550	615.440	3607.240	
614.0	1449.750	446.950	314.700	474.150	748.240	3433.790	
713.0	1205.850	380.950	318.400	494.000	838.360	3237.560	
812.0	1024.400	337.000	316.950	509.300	919.280	3106.930	
911.0	881.550	298.800	312.700	509.250	1005.560	3007.860	
1010.0	727.200	257.100	318.700	530.250	1068.200	2901.450	
1109.0	634.900	233.600	309.200	543.000	1112.800	2833.500	
1208.0	524.500	205.950	315.000	542.900	1139.920	2728.270	
1307.0	449.000	183.200	313.800	550.350	1178.600	2674.950	
1406.0	383.800	162.950	313.850	549.950	1203.360	2613.910	
1505.0	331.800	147.600	308.850	547.850	1224.000	2560.100	
1604.0	283.250	130.250	307.300	551.750	1242.320	2514.870	
1703.0	245.650	119.900	311.650	542.300	1232.080	2451.580	
1802.0	207.950	111.000	314.650	543.650	1235.160	2412.410	
1901.0	189.750	106.050	328.600	546.400	1244.200	2415.000	
