#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	20


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 20.0	3541.450	11.300	0.050	0.300	0.450	3553.550	
 51.2	3861.450	60.050	1.950	0.200	1.750	3925.400	
 82.4	3831.900	106.600	3.950	0.650	2.300	3945.400	
113.6	3788.250	147.900	9.400	1.250	4.550	3951.350	
144.8	3755.250	188.600	16.150	2.550	4.700	3967.250	
176.0	3746.550	225.400	21.000	4.750	5.550	4003.250	
207.2	3736.000	266.750	30.150	6.900	6.450	4046.250	
238.4	3696.150	298.750	37.350	7.050	9.800	4049.100	
269.6	3668.000	332.550	46.200	11.500	11.850	4070.100	
300.8	3624.250	362.250	56.100	16.550	13.100	4072.250	
332.0	3583.600	390.600	66.750	19.400	14.100	4074.450	
363.2	3573.250	410.050	75.200	22.850	14.550	4095.900	
394.4	3552.750	452.800	81.650	30.250	18.600	4136.050	
425.6	3512.600	463.900	92.500	35.950	22.100	4127.050	
456.8	3491.700	490.300	101.650	42.900	25.200	4151.750	
488.0	3455.400	510.100	115.600	51.100	27.500	4159.700	
519.2	3412.200	517.000	118.700	58.150	33.500	4139.550	
550.4	3398.400	551.350	133.100	67.800	35.200	4185.850	
581.6	3351.850	561.550	141.850	70.850	41.700	4167.800	
612.8	3347.850	571.400	154.650	83.650	45.100	4202.650	
644.0	3311.350	599.150	167.850	85.700	45.950	4210.000	
675.2	3268.650	611.600	167.950	98.150	55.400	4201.750	
706.4	3256.750	628.150	184.550	105.650	62.150	4237.250	
737.6	3233.150	644.900	190.550	113.550	68.200	4250.350	
768.8	3231.700	659.400	199.900	126.200	73.800	4291.000	
