#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	25


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 20.0	3968.650	24.800	0.900	0.250	0.440	3995.040	
119.0	4058.450	291.900	30.250	5.900	5.080	4391.580	
218.0	3879.400	489.950	86.700	27.650	15.720	4499.420	
317.0	3729.900	639.800	141.750	67.850	33.000	4612.300	
416.0	3576.000	728.550	202.500	114.250	64.120	4685.420	
515.0	3405.800	785.700	251.900	174.550	103.400	4721.350	
614.0	3282.700	834.550	300.950	221.500	151.440	4791.140	
713.0	3147.050	862.850	335.350	279.050	207.960	4832.260	
812.0	2996.900	872.500	362.850	329.900	271.000	4833.150	
911.0	2896.750	879.650	390.050	375.550	338.520	4880.520	
1010.0	2789.350	874.550	420.100	437.850	418.840	4940.690	
1109.0	2688.350	868.900	426.100	466.500	477.240	4927.090	
1208.0	2597.000	853.450	441.000	504.850	555.200	4951.500	
1307.0	2490.550	832.250	446.200	533.000	615.520	4917.520	
1406.0	2382.500	817.650	461.650	576.650	674.400	4912.850	
1505.0	2290.550	795.150	474.600	601.800	757.960	4920.060	
1604.0	2168.600	771.950	479.450	622.450	808.880	4851.330	
1703.0	2089.000	731.700	478.750	645.450	852.400	4797.300	
1802.0	2028.700	723.300	482.150	664.700	901.200	4800.050	
1901.0	1929.000	702.350	478.800	691.950	962.040	4764.140	
