#Iterations
#mass 14.1:	20
#mass 18.1:	20
#mass 22.1:	20
#mass 26.1:	20
#mass 30.1:	20


#Time	 14.1	 18.1	 22.1	 26.1	 30.1	sum	

 30.0	3862.950	9.850	0.150	0.400	0.400	3873.750	
 55.7	3843.250	27.300	0.400	0.100	0.800	3871.850	
 81.3	3850.750	40.200	0.650	0.400	2.300	3894.300	
107.0	3830.700	58.250	1.700	0.200	2.600	3893.450	
132.7	3809.050	77.550	2.450	0.400	2.650	3892.100	
158.3	3821.100	88.950	2.650	0.200	3.850	3916.750	
184.0	3799.200	106.200	4.250	0.500	3.950	3914.100	
209.7	3773.350	123.900	5.700	0.450	4.900	3908.300	
235.3	3759.400	136.600	6.100	0.600	5.900	3908.600	
261.0	3775.350	148.300	8.500	0.950	5.750	3938.850	
286.7	3732.700	166.350	9.250	1.100	6.500	3915.900	
312.3	3736.250	183.500	11.250	1.950	7.400	3940.350	
338.0	3745.300	190.550	11.800	1.450	8.550	3957.650	
363.7	3710.150	202.450	14.250	2.250	7.900	3937.000	
389.3	3699.300	211.050	15.450	2.750	9.950	3938.500	
415.0	3678.950	226.250	17.800	2.350	9.000	3934.350	
440.7	3666.400	235.100	18.600	3.350	9.900	3933.350	
466.3	3662.400	250.000	22.200	3.900	12.250	3950.750	
492.0	3648.300	260.500	24.700	4.300	12.100	3949.900	
517.7	3633.850	275.550	25.650	5.250	11.600	3951.900	
543.3	3619.700	283.050	31.500	5.850	14.200	3954.300	
569.0	3622.450	290.350	31.400	7.400	12.750	3964.350	
594.7	3611.350	311.900	31.700	6.900	14.250	3976.100	
620.3	3580.650	307.000	37.150	7.350	16.850	3949.000	
646.0	3573.050	334.200	39.000	8.250	15.450	3969.950	
671.7	3578.300	335.350	42.400	9.050	16.550	3981.650	
697.3	3543.150	345.800	44.400	9.700	19.100	3962.150	
723.0	3555.950	353.550	47.650	11.250	17.650	3986.050	
748.7	3536.150	364.050	48.350	11.500	19.400	3979.450	
774.3	3538.100	370.450	52.900	13.800	18.300	3993.550	
